,时间,温度
42345,2013-08-14 01:00:00,32.89341087765398
42354,2013-08-14 02:00:00,35.817970689785334
42363,2013-08-14 03:00:00,36.45204891096512
42372,2013-08-14 04:00:00,36.85990537562522
42381,2013-08-14 05:00:00,38.54588737700001
42390,2013-08-14 06:00:00,38.8109995565534
42399,2013-08-14 07:00:00,38.41190713088684
42408,2013-08-14 08:00:00,36.903561244861564
42417,2013-08-14 09:00:00,36.838816906797085
42426,2013-08-14 10:00:00,35.04257233983531
42435,2013-08-14 11:00:00,34.70466386139216
42444,2013-08-14 12:00:00,34.11320077981825
42453,2013-08-14 13:00:00,33.54173066219823
42462,2013-08-14 14:00:00,32.10333276238985
42471,2013-08-14 15:00:00,31.553115439329133
42480,2013-08-14 16:00:00,31.181027208811283
42489,2013-08-14 17:00:00,30.18751383841052
42498,2013-08-14 18:00:00,29.966660055774298
42507,2013-08-14 19:00:00,29.664245935254787
42516,2013-08-14 20:00:00,29.01866491289601
42525,2013-08-14 21:00:00,28.797811130259802
42534,2013-08-14 22:00:00,30.76309209930872
42543,2013-08-14 23:00:00,31.00289811626838
42552,2013-08-15 00:00:00,31.669677157942676
42561,2013-08-15 01:00:00,32.21600543870005
42570,2013-08-15 02:00:00,35.92927398500279
42579,2013-08-15 03:00:00,36.42630454642173
42588,2013-08-15 04:00:00,37.01842493092015
42597,2013-08-15 05:00:00,38.18267273596305
42606,2013-08-15 06:00:00,38.823378761631716
42615,2013-08-15 07:00:00,38.64207270495368
42624,2013-08-15 08:00:00,36.33658269722574
42633,2013-08-15 09:00:00,35.192656507599004
42642,2013-08-15 10:00:00,34.12568953538399
42651,2013-08-15 11:00:00,33.503880968795066
42660,2013-08-15 12:00:00,33.276892358863385
42669,2013-08-15 13:00:00,33.164384008284294
42678,2013-08-15 14:00:00,32.243228734823624
42687,2013-08-15 15:00:00,31.96759970847802
42696,2013-08-15 16:00:00,31.54583033191578
42705,2013-08-15 17:00:00,30.61015961887211
42714,2013-08-15 18:00:00,30.437562825943846
42723,2013-08-15 19:00:00,30.093464744961498
42732,2013-08-15 20:00:00,29.241874031011744
42741,2013-08-15 21:00:00,28.960767480295196
42750,2013-08-15 22:00:00,30.4950768318387
42759,2013-08-15 23:00:00,30.981590546465423
42768,2013-08-16 00:00:00,31.74712935254776
42777,2013-08-16 01:00:00,32.528005226868714
42786,2013-08-16 02:00:00,35.898106871332146
42795,2013-08-16 03:00:00,36.81296299176627
42804,2013-08-16 04:00:00,37.43641481566643
42813,2013-08-16 05:00:00,39.04571147584811
42822,2013-08-16 06:00:00,39.42278425354348
42831,2013-08-16 07:00:00,39.34253852150924
42840,2013-08-16 08:00:00,37.97644394339724
42849,2013-08-16 09:00:00,37.138382714643676
42858,2013-08-16 10:00:00,35.37418166525192
42867,2013-08-16 11:00:00,34.64128890442036
42876,2013-08-16 12:00:00,34.334328438672976
42885,2013-08-16 13:00:00,33.39509733478822
42894,2013-08-16 14:00:00,32.139813074700314
42903,2013-08-16 15:00:00,31.35362400173958
42912,2013-08-16 16:00:00,30.944945908423833
42921,2013-08-16 17:00:00,29.852946649833598
42930,2013-08-16 18:00:00,29.53924882910999
42939,2013-08-16 19:00:00,29.04818876925537
42948,2013-08-16 20:00:00,28.32449824936701
42957,2013-08-16 21:00:00,28.050786356551235
42966,2013-08-16 22:00:00,30.209423935894254
42975,2013-08-16 23:00:00,30.584908231522093
42984,2013-08-17 00:00:00,31.467446958167645
42993,2013-08-17 01:00:00,32.37211488327182
43002,2013-08-17 02:00:00,36.08938202236533
43011,2013-08-17 03:00:00,36.73058102522735
43020,2013-08-17 04:00:00,37.4565721053515
43029,2013-08-17 05:00:00,38.88467225934252
43038,2013-08-17 06:00:00,39.64692455080226
43047,2013-08-17 07:00:00,38.990991007382405
43056,2013-08-17 08:00:00,38.2797344678161
43065,2013-08-17 09:00:00,37.887488947613214
43074,2013-08-17 10:00:00,34.44393370133547
43083,2013-08-17 11:00:00,34.22965294794437
43092,2013-08-17 12:00:00,34.05481037002405
43101,2013-08-17 13:00:00,33.61863510436623
43110,2013-08-17 14:00:00,32.160134690116486
43119,2013-08-17 15:00:00,31.49516323148459
43128,2013-08-17 16:00:00,31.03340792701453
43137,2013-08-17 17:00:00,29.882853932898943
43146,2013-08-17 18:00:00,29.786449503970434
43155,2013-08-17 19:00:00,29.326173131080477
43164,2013-08-17 20:00:00,28.64723398530269
43173,2013-08-17 21:00:00,28.508378742499385
43182,2013-08-17 22:00:00,30.16724699823803
43191,2013-08-17 23:00:00,30.700538770992573
43200,2013-08-18 00:00:00,31.396184366101757
43209,2013-08-18 01:00:00,31.745705196211304
43218,2013-08-18 02:00:00,35.41520832279025
43227,2013-08-18 03:00:00,35.85987375122302
43236,2013-08-18 04:00:00,36.207422672559055
43245,2013-08-18 05:00:00,37.2942182829969
43254,2013-08-18 06:00:00,37.27959329292647
43263,2013-08-18 07:00:00,36.54801513794398
43272,2013-08-18 08:00:00,34.17482292899129
43281,2013-08-18 09:00:00,33.06524081717033
43290,2013-08-18 10:00:00,30.92785603238652
43299,2013-08-18 11:00:00,30.27033400689911
43308,2013-08-18 12:00:00,29.77111243573179
43317,2013-08-18 13:00:00,29.370486303241357
43326,2013-08-18 14:00:00,28.201527827239467
43335,2013-08-18 15:00:00,27.990697914202055
43344,2013-08-18 16:00:00,27.735828705222268
43353,2013-08-18 17:00:00,26.95862277222987
43362,2013-08-18 18:00:00,26.6851299803889
43371,2013-08-18 19:00:00,26.433656836519155
43380,2013-08-18 20:00:00,25.94298020337048
43389,2013-08-18 21:00:00,25.990853766372492
43398,2013-08-18 22:00:00,26.906476740218537
43407,2013-08-18 23:00:00,26.645363153455886
43416,2013-08-19 00:00:00,26.688799921717433
43425,2013-08-19 01:00:00,26.88933208893748
43434,2013-08-19 02:00:00,29.589422952347768
43443,2013-08-19 03:00:00,30.493378799283708
43452,2013-08-19 04:00:00,30.34170614945242
43461,2013-08-19 05:00:00,31.32420969586763
43470,2013-08-19 06:00:00,31.877165781113806
43479,2013-08-19 07:00:00,31.75852260323931
43488,2013-08-19 08:00:00,30.24612334917956
43497,2013-08-19 09:00:00,30.703715735127723
43506,2013-08-19 10:00:00,29.38993151475819
43515,2013-08-19 11:00:00,29.46524747485861
43524,2013-08-19 12:00:00,29.291993379005824
43533,2013-08-19 13:00:00,29.15631510033768
43542,2013-08-19 14:00:00,28.9970286916308
43551,2013-08-19 15:00:00,28.607741034588223
43560,2013-08-19 16:00:00,28.273119070767624
43569,2013-08-19 17:00:00,27.782332887131556
43578,2013-08-19 18:00:00,27.66987931179618
43587,2013-08-19 19:00:00,27.52784710485774
43596,2013-08-19 20:00:00,27.08340077739983
43605,2013-08-19 21:00:00,27.200838899912746
43614,2013-08-19 22:00:00,28.526783224385767
43623,2013-08-19 23:00:00,28.832976836721187
43632,2013-08-20 00:00:00,29.089653628743356
43641,2013-08-20 01:00:00,29.465521351077136
43650,2013-08-20 02:00:00,31.857391918134752
43659,2013-08-20 03:00:00,32.4618915077115
43668,2013-08-20 04:00:00,32.96620717654376
43677,2013-08-20 05:00:00,34.281196452274884
43686,2013-08-20 06:00:00,34.367138809654925
43695,2013-08-20 07:00:00,34.38926800811352
43704,2013-08-20 08:00:00,34.220943684194594
43713,2013-08-20 09:00:00,33.63638228332806
43722,2013-08-20 10:00:00,30.8249881247003
43731,2013-08-20 11:00:00,30.173984353214287
43740,2013-08-20 12:00:00,29.90092976332303
43749,2013-08-20 13:00:00,29.44700731870337
43758,2013-08-20 14:00:00,28.864198725635546
43767,2013-08-20 15:00:00,28.432241153743355
43776,2013-08-20 16:00:00,28.465544501918682
43785,2013-08-20 17:00:00,27.787043558090545
43794,2013-08-20 18:00:00,27.45373620011894
43803,2013-08-20 19:00:00,27.281796710115188
43812,2013-08-20 20:00:00,27.068447135867174
43821,2013-08-20 21:00:00,27.241153479282854
43830,2013-08-20 22:00:00,28.056318656165857
43839,2013-08-20 23:00:00,27.99447740601799
43848,2013-08-21 00:00:00,27.90535808450281
43857,2013-08-21 01:00:00,28.29037327253606
43866,2013-08-21 02:00:00,30.413571269199142
43875,2013-08-21 03:00:00,30.653815488108503
43884,2013-08-21 04:00:00,31.423462437469013
43893,2013-08-21 05:00:00,31.222765944517832
43902,2013-08-21 06:00:00,30.690186249931514
43911,2013-08-21 07:00:00,31.017304005363954
43920,2013-08-21 08:00:00,30.06930886248567
43929,2013-08-21 09:00:00,29.612647655680544
43938,2013-08-21 10:00:00,28.644823874579476
43947,2013-08-21 11:00:00,28.117557378632966
43956,2013-08-21 12:00:00,28.05867399164538
43965,2013-08-21 13:00:00,28.346627447825604
43974,2013-08-21 14:00:00,28.013429640341435
43983,2013-08-21 15:00:00,27.715726190780945
43992,2013-08-21 16:00:00,27.728981799758603
44001,2013-08-21 17:00:00,27.552057762577313
44010,2013-08-21 18:00:00,27.389703940222702
44019,2013-08-21 19:00:00,27.6232655793995
44028,2013-08-21 20:00:00,27.758615206605377
44037,2013-08-21 21:00:00,27.77860817055931
44046,2013-08-21 22:00:00,27.81947050236651
44055,2013-08-21 23:00:00,28.241678080878412
44064,2013-08-22 00:00:00,28.84146699949617
44073,2013-08-22 01:00:00,29.3431534566304
44082,2013-08-22 02:00:00,29.731619485017333
44091,2013-08-22 03:00:00,29.87978651925121
44100,2013-08-22 04:00:00,29.766292214285368
44109,2013-08-22 05:00:00,29.66764200036478
44118,2013-08-22 06:00:00,29.381879553932933
44127,2013-08-22 07:00:00,29.176965367216123
44136,2013-08-22 08:00:00,29.65225015688244
44145,2013-08-22 09:00:00,29.68341727055307
44154,2013-08-22 10:00:00,28.19829608786059
44163,2013-08-22 11:00:00,27.9490687289829
44172,2013-08-22 12:00:00,27.943591204611955
44181,2013-08-22 13:00:00,27.954491478110143
44190,2013-08-22 14:00:00,27.914669875933413
44199,2013-08-22 15:00:00,27.892814553693356
44208,2013-08-22 16:00:00,27.714192483957074
44217,2013-08-22 17:00:00,27.90157859268689
44226,2013-08-22 18:00:00,27.793507036848244
44235,2013-08-22 19:00:00,27.931814527214446
44244,2013-08-22 20:00:00,27.912259765210187
44253,2013-08-22 21:00:00,27.850528065549735
44262,2013-08-22 22:00:00,28.812217019355344
44271,2013-08-22 23:00:00,29.24411981600383
44280,2013-08-23 00:00:00,29.83476126892208
44289,2013-08-23 01:00:00,30.23998852188411
44298,2013-08-23 02:00:00,32.31383402396503
44307,2013-08-23 03:00:00,32.441296016076755
44316,2013-08-23 04:00:00,32.725360429953604
44325,2013-08-23 05:00:00,34.05930194000817
44334,2013-08-23 06:00:00,34.727833789481195
44343,2013-08-23 07:00:00,35.04087430728031
44352,2013-08-23 08:00:00,34.969502164727004
44361,2013-08-23 09:00:00,34.65662597265902
44370,2013-08-23 10:00:00,32.53277067307144
44379,2013-08-23 11:00:00,32.00676400773025
44388,2013-08-23 12:00:00,31.486289642003655
44397,2013-08-23 13:00:00,31.147230883442596
44406,2013-08-23 14:00:00,30.201207649337864
44415,2013-08-23 15:00:00,29.627875173431757
44424,2013-08-23 16:00:00,29.30530376322721
44433,2013-08-23 17:00:00,28.80969735814473
44442,2013-08-23 18:00:00,28.685905307361494
44451,2013-08-23 19:00:00,28.567426455218108
44460,2013-08-23 20:00:00,27.94994513288226
44469,2013-08-23 21:00:00,27.957832767976388
44478,2013-08-23 22:00:00,29.411403410292273
44487,2013-08-23 23:00:00,30.0169437294995
44496,2013-08-24 00:00:00,30.821372958615477
44505,2013-08-24 01:00:00,31.548021341664153
44514,2013-08-24 02:00:00,34.75127759378882
44523,2013-08-24 03:00:00,35.4978641655477
44532,2013-08-24 04:00:00,35.55357058840013
44541,2013-08-24 05:00:00,36.007602583507214
44550,2013-08-24 06:00:00,35.941762740568535
44559,2013-08-24 07:00:00,35.67040618323227
44568,2013-08-24 08:00:00,34.66971725590557
44577,2013-08-24 09:00:00,34.495477205666
44586,2013-08-24 10:00:00,31.359977930009833
44595,2013-08-24 11:00:00,30.23062195520978
44604,2013-08-24 12:00:00,29.842703679259937
44613,2013-08-24 13:00:00,29.673338625710546
44622,2013-08-24 14:00:00,28.816434713120966
44631,2013-08-24 15:00:00,28.619243835767165
44640,2013-08-24 16:00:00,28.565618872175712
44649,2013-08-24 17:00:00,27.972238657071976
44658,2013-08-24 18:00:00,27.746345552014464
44667,2013-08-24 19:00:00,27.66412791120669
44676,2013-08-24 20:00:00,27.45406485158121
44685,2013-08-24 21:00:00,27.351306494382428
44694,2013-08-24 22:00:00,28.929381265649706
44703,2013-08-24 23:00:00,29.63285972060932
44712,2013-08-25 00:00:00,30.617116074823198
44721,2013-08-25 01:00:00,31.416615532005366
44730,2013-08-25 02:00:00,33.97264750445996
44739,2013-08-25 03:00:00,34.52105724447828
44748,2013-08-25 04:00:00,34.46272160992779
44757,2013-08-25 05:00:00,34.63444199895671
44766,2013-08-25 06:00:00,34.4691850886855
44775,2013-08-25 07:00:00,33.885500091718306
44784,2013-08-25 08:00:00,30.191621981688723
44793,2013-08-25 09:00:00,29.159108637766888
44802,2013-08-25 10:00:00,27.225487759581952
44811,2013-08-25 11:00:00,27.39857752970362
44820,2013-08-25 12:00:00,27.11078839925453
44829,2013-08-25 13:00:00,27.15532067239026
44838,2013-08-25 14:00:00,26.496374490566367
44847,2013-08-25 15:00:00,26.064690794892734
44856,2013-08-25 16:00:00,26.18607273495271
44865,2013-08-25 17:00:00,26.119466038602102
44874,2013-08-25 18:00:00,26.201793229897323
44883,2013-08-25 19:00:00,26.219759509833988
44892,2013-08-25 20:00:00,26.264839535406818
44901,2013-08-25 21:00:00,26.198506715274767
44910,2013-08-25 22:00:00,27.342706781120036
44919,2013-08-25 23:00:00,27.637835794226188
44928,2013-08-26 00:00:00,27.851294918961646
44937,2013-08-26 01:00:00,27.80232585108547
44946,2013-08-26 02:00:00,29.97213758014521
44955,2013-08-26 03:00:00,29.36451580167703
44964,2013-08-26 04:00:00,28.77338137156541
44973,2013-08-26 05:00:00,27.837327231815756
44982,2013-08-26 06:00:00,27.580047912112803
44991,2013-08-26 07:00:00,27.07523926608714
45000,2013-08-26 08:00:00,26.062061583194687
45009,2013-08-26 09:00:00,26.495498086667023
45018,2013-08-26 10:00:00,25.389531140930888
45027,2013-08-26 11:00:00,25.6336644021436
45036,2013-08-26 12:00:00,25.699723346057134
45045,2013-08-26 13:00:00,25.88595917466901
45054,2013-08-26 14:00:00,25.799633390583047
45063,2013-08-26 15:00:00,25.613123685752587
45072,2013-08-26 16:00:00,25.714074459908964
45081,2013-08-26 17:00:00,25.38076710193739
45090,2013-08-26 18:00:00,25.29038794981691
45099,2013-08-26 19:00:00,25.0573192878335
45108,2013-08-26 20:00:00,25.025001894044944
45117,2013-08-26 21:00:00,25.11691475298929
45126,2013-08-26 22:00:00,26.16016404467819
45135,2013-08-26 23:00:00,26.066553153178845
45144,2013-08-27 00:00:00,26.221895744338653
45153,2013-08-27 01:00:00,26.4609896831301
45162,2013-08-27 02:00:00,28.663885659390335
45171,2013-08-27 03:00:00,28.7720667657164
45180,2013-08-27 04:00:00,28.726658088681276
45189,2013-08-27 05:00:00,30.867165062356523
45198,2013-08-27 06:00:00,31.541557862906455
45207,2013-08-27 07:00:00,31.246154973581742
45216,2013-08-27 08:00:00,30.99506525641793
45225,2013-08-27 09:00:00,31.02836860459327
45234,2013-08-27 10:00:00,28.929929018086796
45243,2013-08-27 11:00:00,28.48619476879709
45252,2013-08-27 12:00:00,28.48099112064471
45261,2013-08-27 13:00:00,28.313762301599994
45270,2013-08-27 14:00:00,27.76924160388501
45279,2013-08-27 15:00:00,27.419063470850922
45288,2013-08-27 16:00:00,27.10492744817762
45297,2013-08-27 17:00:00,26.766361666809935
45306,2013-08-27 18:00:00,26.703534462275275
45315,2013-08-27 19:00:00,26.711805524075366
45324,2013-08-27 20:00:00,26.303675183196766
45333,2013-08-27 21:00:00,26.252350779841066
45342,2013-08-27 22:00:00,27.509004421021725
45351,2013-08-27 23:00:00,27.932910032088632
45360,2013-08-28 00:00:00,28.5421202926244
45369,2013-08-28 01:00:00,29.151549654134968
45378,2013-08-28 02:00:00,32.56388301149835
45387,2013-08-28 03:00:00,33.14592475115424
45396,2013-08-28 04:00:00,33.59979242053018
45405,2013-08-28 05:00:00,34.895226934257074
45414,2013-08-28 06:00:00,35.352490668742995
45423,2013-08-28 07:00:00,35.672104215787236
45432,2013-08-28 08:00:00,35.049254919567865
45441,2013-08-28 09:00:00,34.86164970986326
45450,2013-08-28 10:00:00,32.55062740252069
45459,2013-08-28 11:00:00,32.786106175227324
45468,2013-08-28 12:00:00,32.14518104858383
45477,2013-08-28 13:00:00,31.731901834796545
45486,2013-08-28 14:00:00,30.59427479819639
45495,2013-08-28 15:00:00,29.685060527864355
45504,2013-08-28 16:00:00,29.653619537975146
45513,2013-08-28 17:00:00,28.914098972654813
45522,2013-08-28 18:00:00,28.407373193099303
45531,2013-08-28 19:00:00,28.123911306903267
45540,2013-08-28 20:00:00,27.409751679420335
45549,2013-08-28 21:00:00,27.209822039881075
45558,2013-08-28 22:00:00,28.970572248919154
45567,2013-08-28 23:00:00,29.338388010427664
45576,2013-08-29 00:00:00,30.0169985047432
45585,2013-08-29 01:00:00,30.662908178564244
45594,2013-08-29 02:00:00,33.92636242352553
45603,2013-08-29 03:00:00,34.750236864158346
45612,2013-08-29 04:00:00,35.574878158203106
45621,2013-08-29 05:00:00,36.56083254497198
45630,2013-08-29 06:00:00,36.5474673855069
45639,2013-08-29 07:00:00,35.19660032514608
45648,2013-08-29 08:00:00,33.39159171919083
45657,2013-08-29 09:00:00,32.620630163981254
45666,2013-08-29 10:00:00,29.996676889327034
45675,2013-08-29 11:00:00,29.254636662796017
45684,2013-08-29 12:00:00,28.73542212767482
45693,2013-08-29 13:00:00,29.0219514275186
45702,2013-08-29 14:00:00,28.6713898677785
45711,2013-08-29 15:00:00,28.18788879155579
45720,2013-08-29 16:00:00,28.3804237731943
45729,2013-08-29 17:00:00,27.869425524629456
45738,2013-08-29 18:00:00,27.838806163395923
45747,2013-08-29 19:00:00,27.948247100327254
45756,2013-08-29 20:00:00,27.56788780800931
45765,2013-08-29 21:00:00,27.178161949017046
45774,2013-08-29 22:00:00,28.307134497111136
45783,2013-08-29 23:00:00,28.391433597179866
45792,2013-08-30 00:00:00,28.575040214093733
45801,2013-08-30 01:00:00,29.14032072917453
45810,2013-08-30 02:00:00,30.773937597563172
45819,2013-08-30 03:00:00,31.522605628582987
45828,2013-08-30 04:00:00,30.467524884252878
45837,2013-08-30 05:00:00,30.452954669426177
45846,2013-08-30 06:00:00,30.98142622073429
45855,2013-08-30 07:00:00,31.076242167595233
45864,2013-08-30 08:00:00,29.539687031059643
45873,2013-08-30 09:00:00,28.837194530486833
45882,2013-08-30 10:00:00,28.137440792099458
45891,2013-08-30 11:00:00,27.64440882347131
45900,2013-08-30 12:00:00,27.2226942221528
45909,2013-08-30 13:00:00,27.01153565765312
45918,2013-08-30 14:00:00,26.312548772677687
45927,2013-08-30 15:00:00,25.903542027899732
45936,2013-08-30 16:00:00,25.448524078405878
45945,2013-08-30 17:00:00,24.838711290189345
45954,2013-08-30 18:00:00,24.4328267343028
45963,2013-08-30 19:00:00,24.352307126050043
45972,2013-08-30 20:00:00,23.76884123005769
45981,2013-08-30 21:00:00,23.695058976781176
45990,2013-08-30 22:00:00,23.970797553614165
45999,2013-08-30 23:00:00,24.170069890228902
46008,2013-08-31 00:00:00,24.841888254324473
46017,2013-08-31 01:00:00,25.20691047840381
46026,2013-08-31 02:00:00,26.87246131387498
46035,2013-08-31 03:00:00,27.377105634169553
46044,2013-08-31 04:00:00,27.384609842557722
46053,2013-08-31 05:00:00,28.29470051678909
46062,2013-08-31 06:00:00,28.62192782270895
46071,2013-08-31 07:00:00,28.433555759592387
46080,2013-08-31 08:00:00,27.835683974504477
46089,2013-08-31 09:00:00,27.359632331426244
46098,2013-08-31 10:00:00,25.6586419132751
46107,2013-08-31 11:00:00,24.9616817123169
46116,2013-08-31 12:00:00,24.800697271055032
46125,2013-08-31 13:00:00,24.441645548540023
46134,2013-08-31 14:00:00,23.708698012464765
46143,2013-08-31 15:00:00,23.26616881853669
46152,2013-08-31 16:00:00,22.80605677137788
46161,2013-08-31 17:00:00,22.01236349002892
46170,2013-08-31 18:00:00,21.832372039199893
46179,2013-08-31 19:00:00,21.602644667082757
46188,2013-08-31 20:00:00,20.804952792943
46197,2013-08-31 21:00:00,20.579990867028574
46206,2013-08-31 22:00:00,22.15286199014349
46215,2013-08-31 23:00:00,22.764975338595836
46224,2013-09-01 00:00:00,23.527337180543025
46233,2013-09-01 01:00:00,23.967784915210178
46242,2013-09-01 02:00:00,26.346892850483478
46251,2013-09-01 03:00:00,26.565446072883915
46260,2013-09-01 04:00:00,26.943504804966068
46269,2013-09-01 05:00:00,27.854690984071652
46278,2013-09-01 06:00:00,27.927651608692525
46287,2013-09-01 07:00:00,27.807967701187522
46296,2013-09-01 08:00:00,27.313456800979242
46305,2013-09-01 09:00:00,27.366753113108466
46314,2013-09-01 10:00:00,25.63919670175828
46323,2013-09-01 11:00:00,25.078681632880144
46332,2013-09-01 12:00:00,24.738691695176
46341,2013-09-01 13:00:00,24.56647832895372
46350,2013-09-01 14:00:00,22.881427506721977
46359,2013-09-01 15:00:00,22.537438976227055
46368,2013-09-01 16:00:00,22.16239288254892
46377,2013-09-01 17:00:00,20.661058227718467
46386,2013-09-01 18:00:00,20.43899938972062
46395,2013-09-01 19:00:00,20.433795741568257
46404,2013-09-01 20:00:00,19.636377743647078
46413,2013-09-01 21:00:00,19.57530334691109
46422,2013-09-01 22:00:00,21.770037811858643
46431,2013-09-01 23:00:00,22.58388838289263
46440,2013-09-02 00:00:00,23.222622499787725
46449,2013-09-02 01:00:00,23.704425543455457
46458,2013-09-02 02:00:00,26.96601743013061
46467,2013-09-02 03:00:00,27.00408622450864
46476,2013-09-02 04:00:00,27.173615603789177
46485,2013-09-02 05:00:00,28.613163783715468
46494,2013-09-02 06:00:00,28.65933931416244
46503,2013-09-02 07:00:00,28.831881331847008
46512,2013-09-02 08:00:00,28.316774940004002
46521,2013-09-02 09:00:00,28.05401809593008
46530,2013-09-02 10:00:00,26.152440735315153
46539,2013-09-02 11:00:00,25.3427530828031
46548,2013-09-02 12:00:00,25.58770797267143
46557,2013-09-02 13:00:00,25.33404381905329
46566,2013-09-02 14:00:00,24.271130214872723
46575,2013-09-02 15:00:00,23.765226063972868
46584,2013-09-02 16:00:00,23.539880711352488
46593,2013-09-02 17:00:00,22.812410699648144
46602,2013-09-02 18:00:00,23.019077694163677
46611,2013-09-02 19:00:00,22.96452155142912
46620,2013-09-02 20:00:00,22.693712746529936
46629,2013-09-02 21:00:00,22.698423417488943
46638,2013-09-02 22:00:00,23.999992758511286
46647,2013-09-02 23:00:00,23.721405869005356
46656,2013-09-03 00:00:00,24.076020796779915
46665,2013-09-03 01:00:00,24.55234631607669
46674,2013-09-03 02:00:00,27.459158949246202
46683,2013-09-03 03:00:00,27.79558849610921
46692,2013-09-03 04:00:00,27.701429852172765
46701,2013-09-03 05:00:00,28.876468380226456
46710,2013-09-03 06:00:00,29.053063765945485
46719,2013-09-03 07:00:00,29.4285480615733
46728,2013-09-03 08:00:00,28.30916118112839
46737,2013-09-03 09:00:00,27.995025158455054
46746,2013-09-03 10:00:00,25.79662075217901
46755,2013-09-03 11:00:00,24.95735446806389
46764,2013-09-03 12:00:00,24.40576776391039
46773,2013-09-03 13:00:00,24.1769167956926
46782,2013-09-03 14:00:00,22.681443091939034
46791,2013-09-03 15:00:00,21.760123492747233
46800,2013-09-03 16:00:00,21.450917242007755
46809,2013-09-03 17:00:00,20.352509279903522
46818,2013-09-03 18:00:00,20.331366035831714
46827,2013-09-03 19:00:00,20.14978610293509
46836,2013-09-03 20:00:00,19.015336030470067
46845,2013-09-03 21:00:00,19.16377694092251
46854,2013-09-03 22:00:00,21.04497791087752
46863,2013-09-03 23:00:00,22.165350745709244
46872,2013-09-04 00:00:00,22.71710177559382
46881,2013-09-04 01:00:00,23.540373688545845
46890,2013-09-04 02:00:00,26.356368967645224
46899,2013-09-04 03:00:00,26.594915153999565
46908,2013-09-04 04:00:00,27.066201350875062
46917,2013-09-04 05:00:00,27.625620914879008
46926,2013-09-04 06:00:00,27.772035141314177
46935,2013-09-04 07:00:00,27.851952221886165
46944,2013-09-04 08:00:00,27.049221025325174
46953,2013-09-04 09:00:00,27.0924386926119
46962,2013-09-04 10:00:00,24.85892335511811
46971,2013-09-04 11:00:00,24.52046712423781
46980,2013-09-04 12:00:00,24.3510472954447
46989,2013-09-04 13:00:00,23.883540590385124
46998,2013-09-04 14:00:00,22.86340645154161
47007,2013-09-04 15:00:00,22.62902318370917
47016,2013-09-04 16:00:00,22.427559837346045
47025,2013-09-04 17:00:00,21.263202481815696
47034,2013-09-04 18:00:00,21.318854129424423
47043,2013-09-04 19:00:00,21.429828773179658
47052,2013-09-04 20:00:00,21.322578845996688
47061,2013-09-04 21:00:00,21.105340229445265
47070,2013-09-04 22:00:00,20.964951279818113
47079,2013-09-04 23:00:00,21.7727765740441
47088,2013-09-05 00:00:00,22.175758042014003
47097,2013-09-05 01:00:00,22.528072409552745
47106,2013-09-05 02:00:00,24.051919689547773
47115,2013-09-05 03:00:00,24.416065509727744
47124,2013-09-05 04:00:00,24.4852466425327
47133,2013-09-05 05:00:00,25.002215392661846
47142,2013-09-05 06:00:00,24.664526015193488
47151,2013-09-05 07:00:00,24.870809583003044
47160,2013-09-05 08:00:00,24.181408365676756
47169,2013-09-05 09:00:00,23.55390317374208
47178,2013-09-05 10:00:00,22.060565704493175
47187,2013-09-05 11:00:00,21.988426708527935
47196,2013-09-05 12:00:00,21.994616311067077
47205,2013-09-05 13:00:00,22.053937900004346
47214,2013-09-05 14:00:00,21.672483102812222
47223,2013-09-05 15:00:00,21.3630029758542
47232,2013-09-05 16:00:00,21.4021672751064
47241,2013-09-05 17:00:00,21.240032553726635
47250,2013-09-05 18:00:00,21.235486208498767
47259,2013-09-05 19:00:00,21.332219288889522
47268,2013-09-05 20:00:00,21.392472056969854
47277,2013-09-05 21:00:00,21.441441124846044
47286,2013-09-05 22:00:00,21.6986108940616
47295,2013-09-05 23:00:00,21.507554844003256
47304,2013-09-06 00:00:00,21.25536962196527
47313,2013-09-06 01:00:00,21.107476463949922
47322,2013-09-06 02:00:00,21.229899133640423
47331,2013-09-06 03:00:00,20.982424582561407
47340,2013-09-06 04:00:00,21.112132359665257
47349,2013-09-06 05:00:00,21.688532249219055
47358,2013-09-06 06:00:00,21.716084196804868
47367,2013-09-06 07:00:00,21.73815862001977
47376,2013-09-06 08:00:00,21.133166053249642
47385,2013-09-06 09:00:00,21.002746197977622
47394,2013-09-06 10:00:00,20.435110347417258
47403,2013-09-06 11:00:00,20.39956121424988
47412,2013-09-06 12:00:00,20.607597589858113
47421,2013-09-06 13:00:00,20.6308222931909
47430,2013-09-06 14:00:00,20.578292834473586
47439,2013-09-06 15:00:00,20.54833077616457
47448,2013-09-06 16:00:00,20.668179009400667
47457,2013-09-06 17:00:00,20.6658784491649
47466,2013-09-06 18:00:00,20.6338897068386
47475,2013-09-06 19:00:00,20.654375647985933
47484,2013-09-06 20:00:00,20.65651188249059
47493,2013-09-06 21:00:00,20.53463696523723
47502,2013-09-06 22:00:00,20.564653798789966
47511,2013-09-06 23:00:00,20.21365403710024
47520,2013-09-07 00:00:00,19.89294498518181
47529,2013-09-07 01:00:00,19.73864312365246
47538,2013-09-07 02:00:00,20.502538672423533
47547,2013-09-07 03:00:00,20.104048774437754
47556,2013-09-07 04:00:00,20.272537424087833
47565,2013-09-07 05:00:00,21.375546506663657
47574,2013-09-07 06:00:00,21.47852396483729
47583,2013-09-07 07:00:00,21.944277862098165
